sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
3849,2022-02-22 22:04,San Diego,CA,fireball,2 to 3 minutes,525,Just after just after dark My attention was drawn to a fireball-shaped light. It was glowing white. The object appeared to descend then rose back up. Not the first sighting in this area. Other witnesses were present.,2022-03-26
3850,2011-09-04 22:46,Long Beach,CA,Sphere,5min,583,Around late evening Saw a very bright sphere-shaped object. It was silver. Moved erratically with sudden stops and starts.,2011-11-07
3851,2018-01-20 22:11,Bethesda,MD,light,20s,232,I looked up at 9:15 PM and I noticed a bright light-shaped object in the sky. Hovered in place for several minutes without making any sound. Checked FlightRadar - no aircraft in the area.,2018-03-29
3852,2015-08-14 21:38,Providence,RI,CIRCLE,~3 min,342,At exactly 2:30 AM A single circle object was visible for several minutes. Moved slowly at first then accelerated at incredible speed.,2015-09-14
3853,2018-01-07 17:27,Long Beach,CA,unknown,around 60 minutes,1192,I WAS OUTSIDE AT JUST AFTER DARK WHEN MY ATTENTION WAS DRAWN TO A UNKNOWN-SHAPED LIGHT. IT WAS BLUE. FLEW IN A CIRCULAR PATTERN. THERE WERE PULSATING LIGHTS. THIS WAS NOT A PLANE OR HELICOPTER.,2018-01-14
3854,2022-11-30 23:22,Atlanta,GA,fireball,about 2 hour,13129,Shortly before predawn My attention was drawn to a fireball-shaped light. Moved slowly at first then accelerated at incredible speed. This was unlike any drone.  ,2023-01-26
3855,2005-11-26 15:01,Portland,OR,other,not sure,372, While camping at 9:15 PM There was a strange other hovering over the treeline. It was pure white. Flew in a circular pattern.,2005-12-01
3856,2008-08-19 20:33,Fresno,CA,Light,over an hour,3859,At approximately 1:00 AM Multiple light shaped objects appeared. It was red. Moved at a very high altitude. Partly cloudy.,2008-09-21
3857,2016-07-04 16:18,San Antonio,TX,triangle,maybe 45 seconds,100,While camping at 2:30 AM We saw what appeared to be a triangle in the sky. It was multi-colored. The object moved in a straight line then suddenly changed direction. Car radio had static. This was NOT a plane or helicopter.,2016-09-11
3858,2016-08-04 22:56,Fresno,CA,LIGHT,several minutes,1199,While camping at midnight We saw what appeared to be a light in the sky. Moved erratically with sudden stops and starts. No sound at all.,2016-08-22
3859,2014-06-23 18:00,Fort Worth,TX,disk,90 minutes,892,At approximately sunset Noticed a disk moving erratically across the sky. Remained stationary then vanished. There were pulsating lights. This was NOT a plane or helicopter.,2014-07-25
3860,2018-06-03 21:59,Phoenix,AZ,sphere,over 20 hours,7122,At about 10:30 PM Noticed a sphere moving erratically across the sky. It was reddish-orange. Hovered in place for several minutes without making any sound.,2018-07-09
3861,2017-05-22 18:51,Topeka,KS,flash,approx. 30 min,619, At about 11:45 PM Multiple flash shaped objects appeared. Hovered in place for several minutes without making any sound. I managed to take a photo but it came out blurry.,2017-07-19
3862,2009-08-08 21:05,San Francisco,CA,light,5 hours,8185,Shortly before just after dark Witnessed a light-like object at high altitude. It was orange. Moved at a very high altitude. I know what I saw.,2009-08-09
3863,2014-07-10 22:25,Atlanta,GA,light,a few minutes,1319,At about 10:00 PM There was a large light object in the northern sky. It hovered silently for a while then moved away quickly. Several neighbors also saw it.,2014-09-24
3864,2010-01-03 21:58,El Paso,TX,Light,a couple seconds,104,Returning from work at sunset We saw what appeared to be a light in the sky. It was yellowish. Made a sharp 90-degree turn which no aircraft could do.,2010-03-13
3865,2012-08-15 16:27,Tempe,AZ,Light,20 mins,470,Just after 2:30 AM I noticed a bright light-shaped object in the sky.  Drifted slowly westward.,2012-11-08
3866,2005-03-13 16:53,Worcester,MA,cigar,approximately 3 seconds,26,I looked up at late evening and We saw what appeared to be a cigar in the sky. It was red. Hovered in place for several minutes without making any sound.,2005-04-07
3867,2020-11-03 04:00,Rapid City,SD,triangle, 90 minutes ,921,On my way home at 3:00 AM Noticed a triangle moving erratically across the sky. It was glowing white. Moved erratically with sudden stops and starts. My dog started barking.,2020-11-06
3868,2012-07-04 21:17,Boston,MA,oval,a couple minutes,265,At about midnight I noticed a bright oval-shaped object in the sky. It was orange. It moved from north to south very slowly. Not the first sighting in this area.,2012-07-15
3869,2017-06-16 01:27,Laramie,WY,light,20 min,618,On my way home at 11:45 PM I spotted a glowing light shape moving across the sky. It was multi-colored. It split into two separate lights.,2017-07-12
3870,2021-05-18 23:52,Wichita,KS,light,5-10 seconds,40,While driving at 2:30 AM A bright light appeared suddenly in the sky. It was multi-colored. Moved erratically with sudden stops and starts.,2021-08-09
3871,2009-02-10 23:33,Tulsa,OK,Unknown,~2 sec,2,Returning from work at just after dark We saw what appeared to be a unknown in the sky. The object moved in a straight line then suddenly changed direction.,2009-03-11
3872,2010-08-26 00:40,Miami,FL,circle, 90 minutes ,838,At about 9:15 PM A bright circle appeared suddenly in the sky. It hovered silently for a while then moved away quickly. I know what I saw. There were pulsating lights.,2010-09-04
3873,2011-12-23 19:20,Baton Rouge,LA,oval,over 60 hours,12152,On my way home at 9 PM I noticed a bright oval-shaped object in the sky. It zigzagged across the sky before disappearing. I am a pilot and have never seen anything like this.,2012-02-16
3874,2005-06-21 20:12,Los Angeles,CA,Disk,ongoing,11884,While driving at 8:00 PM I spotted a glowing disk shape moving across the sky. Flew in a circular pattern. My whole family witnessed this. I managed to take a photo but it came out blurry.,2005-06-26
3875,2003-02-27 01:20,Boston,MA,light, 2 minutes ,1660,At about late evening There was a large light object in the northern sky. The object moved in a straight line then suddenly changed direction.,2003-05-28
3876,2014-06-05 23:03,Reading,PA,Sphere,over 3 hours,2911,I was outside at dusk when What looked like a sphere was seen in the western sky. Dropped rapidly then stopped mid-air.,2014-07-02
3877,2021-09-05 00:03,Lexington,KY,oval,5 minutes,1726,Just after 10:00 PM There was a strange oval hovering over the treeline. It was yellowish. Flew in a circular pattern. Phone camera would not focus on it. I managed to take a photo but it came out blurry.,2021-09-22
3878,2011-03-29 21:17,Toledo,OH,fireball,several seconds,118,I was outside at 10:30 PM when Multiple fireball shaped objects appeared. It was multi-colored. Moved slowly at first then accelerated at incredible speed. There were pulsating lights. My dog started barking.,2011-05-20
3879,2016-11-29 19:52,Tempe,AZ,circle,about 90 hour,11619,While driving at midnight A bright circle appeared suddenly in the sky. It was pulsating red. It moved from north to south very slowly. This was unlike any drone.,2017-01-18
3880,2005-07-06 20:13,Greenville,SC,fireball,15 min,365,I WAS OUTSIDE AT MIDNIGHT WHEN WHAT LOOKED LIKE A FIREBALL WAS SEEN IN THE WESTERN SKY. IT WAS BRIGHT ORANGE. FLEW IN A CIRCULAR PATTERN. I AM A PILOT AND HAVE NEVER SEEN ANYTHING LIKE THIS. CAR RADIO HAD STATIC.,2005-09-03
3881,2007-05-21 15:50,Rochester,NY,Flash,45 seconds,8,I was outside at 11:00 PM when A bright flash appeared suddenly in the sky. It was bright white. Drifted slowly westward. There were pulsating lights.,2007-06-27
3882,2018-05-13 14:08,Spokane,WA,light,10-20 seconds,109,Shortly before 8:00 PM I noticed a bright light-shaped object in the sky. It zigzagged across the sky before disappearing.,2018-06-07
3883,2009-07-04 16:27,Denver,CO,light,around 5 minutes,439,I was outside at just after dark when A single light object was visible for several minutes. It was multi-colored. Hovered in place for several minutes without making any sound. Partly cloudy.,2009-10-01
3884,2005-03-01 19:22,New York City,NY,light,approx. 60 min,65,I looked up at sunset and I noticed a bright light-shaped object in the sky. The object moved in a straight line then suddenly changed direction.,2005-05-03
3885,2011-05-02 21:02,St. Petersburg,FL,FIREBALL,3s,16,I looked up at 8:30 PM and Noticed a fireball moving erratically across the sky. It was red. Hovered in place for several minutes without making any sound.,2011-07-25
3886,2014-06-11 22:02,St. Paul,MN,rectangle,not sure,315,At about 8:30 PM I spotted a glowing rectangle shape moving across the sky. It was multi-colored. Moved at a very high altitude. I have 20/20 vision.,2014-06-17
3887,2023-12-25 03:08,Houston,TX,flash,20 min,455,Walking the dog at late evening A single flash object was visible for several minutes. It was glowing white. It zigzagged across the sky before disappearing. I have 20/20 vision. There were pulsating lights.,2024-02-28
3888,2003-09-29 06:58,New York City,NY,unknown,several minutes,115,At about predawn There was a strange unknown hovering over the treeline. It was pure white. Flew in a circular pattern. Clear sky conditions.,2003-11-08
3889,2005-10-10 13:47,Evansville,IN,triangle,about 60 minutes,245,On my way home at late evening A bright triangle appeared suddenly in the sky. It was yellowish. It moved from north to south very slowly. Several neighbors also saw it. This was unlike any drone.,2005-10-16
3890,2012-12-09 19:06,Minneapolis,MN,cross,not sure,16,On my way home at around 10 Observed a cross shaped craft silently moving. It was blue. Moved slowly at first then accelerated at incredible speed.,2012-12-19
3891,2014-06-19 17:17,Eugene,OR,light,not sure,245,Just after midnight I spotted a glowing light shape moving across the sky. It was blue. It zigzagged across the sky before disappearing.,2014-08-05
3892,2020-12-09 22:25,Baton Rouge,LA,light,about 60 hour,2769,On my way home at 11:00 PM Multiple light shaped objects appeared. It was blue-green. Moved erratically with sudden stops and starts. Electronics malfunctioned nearby. I am a pilot and have never seen anything like this.,2021-01-15
3893,2005-12-28 23:07,New York City,NY,Formation, 60 minutes ,1514,While driving at 10:30 PM Multiple formation shaped objects appeared. It was silver. The object moved in a straight line then suddenly changed direction.,2006-01-07
3894,2023-03-07 15:10,Aurora,IL,Fireball,several seconds,42,Around 11 PM There was a large fireball object in the northern sky. It split into two separate lights.,2023-03-21
3895,2015-10-08 14:23,Arlington,TX,triangle,all night,16610,While camping at 10:00 PM Multiple triangle shaped objects appeared.  Moved erratically with sudden stops and starts.  My whole family witnessed this.  Reported to MUFON as well.,2016-01-04
3896,2019-05-01 18:51,Orlando,FL,triangle,about 90 hour,11361,WALKING THE DOG AT DUSK MULTIPLE TRIANGLE SHAPED OBJECTS APPEARED. IT WAS BRIGHT ORANGE. DROPPED RAPIDLY THEN STOPPED MID-AIR. THERE WERE PULSATING LIGHTS. CALLED THE LOCAL POLICE.,2019-05-19
3897,2018-03-13 08:17,Gulfport,MS,other,a few hours,5525,At approximately 1:00 AM We saw what appeared to be a other in the sky. It was red. Moved slowly at first then accelerated at incredible speed.,2018-04-18
3898,2005-09-13 03:56,Detroit,MI,light,approximately 60 seconds,99,Returning from work at early morning There was a large light object in the northern sky. It was multi-colored. Moved at a very high altitude. It left a trail behind it.,2005-10-27
3899,2017-07-23 12:30,Sioux Falls,SD,light,a few minutes,1046,Walking the dog at early morning A bright light appeared suddenly in the sky. Moved erratically with sudden stops and starts.  ,2017-10-08
3900,2003-09-08 22:44,Springfield,IL,fireball,about 10 hour,2391,Returning from work at late evening I noticed a bright fireball-shaped object in the sky. Moved at a very high altitude. There was a faint buzzing noise.,2003-11-28
3901,2020-07-26 11:47,Yonkers,NY,formation,about 45 seconds,100,On my way home at 11 PM Witnessed a formation-like object at high altitude.  Moved erratically with sudden stops and starts.  Temperature seemed to drop.,2020-07-27
3902,1996-05-19 16:51,Anchorage,AK,Circle,20 min,269, Just after 2:30 AM A bright circle appeared suddenly in the sky. It was bright orange. Drifted slowly westward. No sound at all.,1996-05-31
3903,2008-07-06 14:12,Fargo,ND,circle,approx. 15 min,507,We were sitting outside around 8:00 PM when Observed a circle shaped craft silently moving. It was blue-green. Moved erratically with sudden stops and starts. I am a pilot and have never seen anything like this. I am a pilot and have never seen anything like this.  ,2008-08-16
3904,2000-04-26 00:28,Kansas City,MO,LIGHT,~15 min,976,We were sitting outside around midnight when We saw what appeared to be a light in the sky. It was green. Hovered in place for several minutes without making any sound. Other witnesses were present.  ,2000-06-01
